@relation matrixdomains

@attribute numberOfRows numeric
@attribute numberOfColumns numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute maxEig numeric
@attribute field {real,pattern}
@attribute symmetric {symmetric,general,skew-symmetric}
@attribute domain {'subsequent circuit simulation problem','structural problem','optimization problem','computational fluid dynamics problem','undirected graph','2D/3D problem','directed graph','chemical process simulation problem','power network problem','economic problem','circuit simulation problem','subsequent computational fluid dynamics problem','subsequent theoretical/quantum chemistry problem','electromagnetics problem','directed weighted graph','materials problem','eigenvalue/model reduction problem','model reduction problem','undirected random graph','thermal problem'}

@data
2182,2182,1,94,0.001122,2.447754,0.587796,0.345504,66.778124,real,general,'eigenvalue/model reduction problem'
1036,1036,1,142,0.003481,3.606178,0.496675,0.246686,3.713591,pattern,symmetric,'2D/3D problem'
6301,6301,4234,292,0.000523,3.297413,4.700501,22.094706,5.119289,pattern,general,'directed graph'
16840,16840,1,1,0.00034,5.728266,0.50147,0.251472,5.967695,pattern,symmetric,'undirected graph'
132,132,132,68,0.003788,0.5,0.501905,0.251908,0.345657,real,symmetric,'structural problem'
245,245,1,1,0.02434,5.963265,2.600969,6.765038,9.524734,pattern,symmetric,'structural problem'
1440,1440,1,1,0.004583,6.6,0.808915,0.654343,7.864864,pattern,symmetric,'2D/3D problem'
496,496,54,10,0.202914,100.645161,126.748056,16065.069795,0.488086,real,general,'economic problem'
238,238,1,1,0.019914,4.739496,0.476665,0.22721,483249453.538684,real,general,'computational fluid dynamics problem'
655,655,2,198,0.006545,4.287023,2.993377,8.960305,74.654096,real,general,'chemical process simulation problem'
2000,2000,1,1,0.001999,3.998,0.044688,0.001997,0,real,general,'chemical process simulation problem'
1440,1440,1,1,0.0217,31.248611,7.663846,58.734536,1739561.574235,real,symmetric,'structural problem'
839,839,1,1,0.031907,26.769964,13.811491,190.757283,15.072251,real,general,'computational fluid dynamics problem'
7,7,1,1,0.306122,2.142857,0.377964,0.142857,1.010552,real,general,'chemical process simulation problem'
1000,1000,1,1,0.01998,19.98,4.254374,18.0997,20.938861,pattern,symmetric,'undirected random graph'
2395,2395,1,1,0.002293,5.491023,6.831746,46.672747,0.722144,real,general,'circuit simulation problem'
6774,6774,1291,1311,0.000735,4.981399,5.67972,32.259214,256,real,general,'economic problem'
35152,35152,61,3533,0.000618,21.734581,26.319752,692.729357,0,real,general,'chemical process simulation problem'
9506,9506,1,1,0.005974,56.785399,6.040894,36.492395,0.918428,real,symmetric,'subsequent theoretical/quantum chemistry problem'
76480,76480,321,25761,0.000056,4.311742,1.25316,1.570411,0,real,general,'computational fluid dynamics problem'
4134,4134,2,199,0.005524,22.836962,18.8025,353.534022,808.106915,real,general,'chemical process simulation problem'
18589,18589,1,1,0.000373,6.93168,0.546091,0.298216,12466.211985,real,symmetric,'structural problem'
17281,17281,1,1,0.001854,32.032984,15.542663,241.574375,10.790106,real,general,'2D/3D problem'
415,415,1,1,0.016136,6.696386,1.021206,1.042861,6.471857,real,general,'2D/3D problem'
1813,1813,6,470,0.003415,6.190844,30.785754,947.762676,2.105421,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.194791,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871659,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,19,0.008729,3.753488,1.417399,2.00902,2001004.293136,real,general,'circuit simulation problem'
32,32,1,1,0.095703,3.0625,1.189673,1.415323,2.716162,real,general,'circuit simulation problem'
84064,84064,7,7,0.0001,8.416754,22.10483,488.623502,443246.444369,real,symmetric,'optimization problem'
18010,18010,1,1,0.002963,53.356247,7.5176,56.514316,58.33685,pattern,symmetric,'structural problem'
14214,14214,638,638,0.001285,18.269875,3.948347,15.589443,250691.613584,real,general,'computational fluid dynamics problem'
16782,16782,1,1,0.002411,40.459898,24.199783,585.629492,64.986503,pattern,symmetric,'optimization problem'
10605,10605,4245,4245,0.001286,13.633098,12.151662,147.662899,2,real,symmetric,'thermal problem'
19994,19994,3,3,0.0002,3.9995,1.000225,1.00045,0,real,symmetric,'model reduction problem'
492,492,43,184,0.011708,5.760163,6.875041,47.26619,17.125179,pattern,symmetric,'undirected graph'
105,105,66,16,0.013515,1.419048,1.342937,1.80348,2.193355,pattern,general,'directed graph'
9941,9941,1,1,0.000825,8.198471,44.157685,1949.901149,2930.596958,real,symmetric,'optimization problem'
38120,38120,378,378,0.011128,424.217445,484.243851,234492.106839,16642.391362,real,general,'power network problem'
33833,33833,33628,33628,0.000064,2.165016,7.563481,57.206246,1.707107,real,general,'economic problem'
8846,8846,5613,545,0.000407,3.599254,4.814294,23.177428,4.356914,pattern,general,'directed graph'
13251,13251,1903,5196,0.000278,3.677987,2.790482,7.78679,600280586.432103,real,general,'eigenvalue/model reduction problem'
682,682,1,96,0.003511,2.394428,0.66912,0.447722,66.778124,real,general,'eigenvalue/model reduction problem'
34,34,1,11,0.134948,4.588235,3.877813,15.037433,6.725698,pattern,symmetric,'undirected graph'
956,956,1,1,0.003983,3.807531,0.404925,0.163964,3.948913,pattern,symmetric,'2D/3D problem'
1074,1074,4,4,0.011236,12.067039,21.084598,444.560273,152380475708.066848,real,symmetric,'structural problem'
153,153,153,153,0.006536,1,0,0,1.855908,real,symmetric,'structural problem'
1180,1180,1,1,0.005566,6.567797,0.84487,0.713805,7.891487,pattern,symmetric,'2D/3D problem'
2680,2680,1,1,0.003484,9.33806,1.855725,3.443717,12.509012,pattern,symmetric,'structural problem'
496,496,54,10,0.202914,100.645161,126.748056,16065.069795,12780.666544,real,general,'economic problem'
1000,1000,318,318,0.00375,3.75,2.016821,4.067568,7.644328,real,symmetric,'computational fluid dynamics problem'
989,989,2,270,0.003597,3.557128,2.377361,5.651844,22893.97,real,general,'chemical process simulation problem'
4515,4515,2,2,0.004793,21.640532,4.9683,24.684001,39996204911.397312,real,symmetric,'structural problem'
2597,2597,242,242,0.010616,27.570658,16.878934,284.898415,0,real,general,'subsequent computational fluid dynamics problem'
800,800,1,1,0.059925,47.94,6.521085,42.524556,48.848618,pattern,symmetric,'undirected random graph'
70304,70304,121,15970,0.000302,21.250654,26.380694,695.941012,0,real,general,'chemical process simulation problem'
9506,9506,1,1,0.006496,61.751736,5.220867,27.257454,1.117443,real,symmetric,'subsequent theoretical/quantum chemistry problem'
4720,4720,81,1641,0.0009,4.246186,1.269888,1.612615,0,real,general,'computational fluid dynamics problem'
4960,4960,1,1,0.000807,4.001613,1.931055,3.728975,0.057493,real,general,'circuit simulation problem'
13694,13694,1914,1934,0.000388,5.311377,6.110931,37.343481,697190.164341,real,general,'economic problem'
1000,1000,1,1,0.01998,19.98,4.386666,19.242843,20.98624,pattern,symmetric,'undirected random graph'
1409,1409,1,1,0.021539,30.347764,15.269213,233.14886,267247.712831,real,general,'computational fluid dynamics problem'
1089,1089,1,249,0.003284,3.576676,1.847058,3.411625,329.187511,real,general,'chemical process simulation problem'
3198,3198,2,199,0.005557,17.771732,13.765785,189.49683,712.308728,real,general,'chemical process simulation problem'
19366,19366,1,1,0.000358,6.930084,0.523318,0.273862,121408.562253,real,symmetric,'structural problem'
3432,3432,59,59,0.002141,7.348485,43.33693,1878.08954,811.035493,real,general,'2D/3D problem'
12504,12504,1,1,0.005596,69.96857,34.930413,1220.13378,308787.909352,real,general,'structural problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.182355,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
5952,5952,1,1,0.000626,3.723454,1.397408,1.952748,0,real,general,'circuit simulation problem'
55476,55476,1,1,0.000247,13.698753,4.188375,17.542489,5.684892,real,symmetric,'computational fluid dynamics problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.87185,real,general,'subsequent circuit simulation problem'
25187,25187,107,7417,0.000305,7.673641,143.816715,20683.247651,1256.137711,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003415,6.191947,30.785389,947.740178,5.544549,real,general,'subsequent circuit simulation problem'
5026,5026,1,1,0.003722,18.707919,14.317128,204.980144,52.546447,pattern,symmetric,'optimization problem'
14,14,3,3,0.234694,3.285714,1.069045,1.142857,34018586.655103,real,symmetric,'model reduction problem'
6100,6100,1023,50,0.000404,2.463934,5.84442,34.15725,15.131223,pattern,symmetric,'undirected graph'
4941,4941,1,1968,0.00054,2.669095,1.791454,3.209306,7.483051,pattern,symmetric,'undirected graph'
9769,9769,8,8,0.001065,10.403828,17.988928,323.601546,95563.729557,real,symmetric,'optimization problem'
29214,29214,2,2,0.005156,150.616896,676.285644,457362.272766,6428.996196,real,symmetric,'power network problem'
13250,13250,1903,5195,0.000278,3.678113,2.790549,7.787165,339789127.546791,real,general,'eigenvalue/model reduction problem'
1182,1182,1,94,0.002062,2.437394,0.653828,0.427491,66.778124,real,general,'eigenvalue/model reduction problem'
17983,17983,1,1,0.00022,3.95885,0.200037,0.040015,3.998251,pattern,symmetric,'2D/3D problem'
8717,8717,5492,506,0.000415,3.616497,4.93539,24.358071,4.739548,pattern,general,'directed graph'
22499,22499,1,1,0.000173,3.898662,0.30193,0.091161,3.984474,pattern,symmetric,'undirected graph'
494,494,1,1,0.006827,3.37247,1.419557,2.015143,47332.671583,real,symmetric,'power network problem'
420,420,1,1,0.041111,17.266667,6.070024,36.845187,4117.894565,real,symmetric,'structural problem'
1138,1138,1,1,0.005753,6.546573,0.844055,0.712429,7.844462,pattern,symmetric,'2D/3D problem'
310,310,1,1,0.025473,7.896774,1.47547,2.177012,9.564631,pattern,symmetric,'structural problem'
180,180,6,6,0.082068,14.772222,16.405759,269.148945,1.8888234220877656E19,real,general,'2D/3D problem'
1072,1072,1,1,0.010829,11.608209,5.650037,31.92292,15.883706,pattern,symmetric,'structural problem'
1086,1086,2,2,0.018713,20.322284,5.620994,31.595577,61202131.439148,real,symmetric,'structural problem'
1000,1000,318,318,0.00375,3.75,2.016821,4.067568,7.762,real,symmetric,'computational fluid dynamics problem'
2021,2021,1,522,0.00179,3.617021,2.391153,5.717611,26162.49,real,general,'chemical process simulation problem'
961,961,1,1,0.005069,4.870968,0.347611,0.120833,7.897751,real,general,'subsequent computational fluid dynamics problem'
5000,5000,1,1,0.001184,5.92,0.277156,0.076815,170.067531,real,general,'computational fluid dynamics problem'
23052,23052,1,1,0.00215,49.569929,12.225259,149.456955,953964915.736531,real,symmetric,'structural problem'
20614,20614,2754,2774,0.000263,5.428495,6.29628,39.643143,774394.260516,real,general,'economic problem'
74752,74752,1,1,0.000107,7.986301,6.277842,39.411298,54.516959,real,symmetric,'economic problem'
2597,2597,242,242,0.010616,27.570658,16.878934,284.898415,20.64857,real,general,'subsequent computational fluid dynamics problem'
848,848,1,1,0.033888,28.737028,14.777226,218.366419,0.645912,real,general,'computational fluid dynamics problem'
57735,57735,1,9133,0.000083,4.76477,3.937359,15.502795,0.063938,real,general,'chemical process simulation problem'
3000,3000,1,2,0.001333,4,0,0,4,pattern,symmetric,'undirected random graph'
9506,9506,1,1,0.007694,73.136335,5.644932,31.865261,1.553009,real,symmetric,'subsequent theoretical/quantum chemistry problem'
38744,38744,1,1,0.00118,45.728939,38.395809,1474.238167,1293.217321,real,general,'computational fluid dynamics problem'
48,48,1,1,0.132813,6.375,1.044234,1.090426,14.41593,real,symmetric,'structural problem'
6136,6136,92,92,0.001416,8.691167,67.922147,4613.418054,15.411072,real,general,'2D/3D problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179886,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
500,500,147,51,0.010544,5.272,10.828876,117.264545,15.128374,pattern,general,'directed graph'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.872865,real,general,'subsequent circuit simulation problem'
1813,1813,6,470,0.003419,6.199117,30.785621,947.75448,20.376209,real,general,'subsequent circuit simulation problem'
42930,42930,1,1,0.001708,73.343955,36.984135,1367.826205,311764.54871,real,general,'structural problem'
18728,18728,1,1,0.00029,5.423751,1.649237,2.719983,14.970524,pattern,symmetric,'structural problem'
80016,80016,1,1,0.000054,4.339407,47.73093,2278.241709,41.85711,real,symmetric,'optimization problem'
1357,1357,1,1,0.004879,6.621223,1.883657,3.548163,0.000073,real,symmetric,'model reduction problem'
27240,27240,19565,4590,0.000461,12.571109,15.863779,251.659469,10.801154,pattern,general,'directed graph'
11125,11125,9,9,0.000999,11.115416,72.603833,5271.316595,130579.102928,real,symmetric,'optimization problem'
10617,10617,5764,3,0.00064,6.798154,8.005264,64.084254,0.890412,real,general,'directed weighted graph'
3200,3200,8,8,0.006643,21.258125,5.827273,33.957108,361.382426,real,general,'electromagnetics problem'
20896,20896,1,1,0.000438,9.158116,1.644435,2.704168,5.442261,real,general,'computational fluid dynamics problem'
30798,30798,2,2,0.001899,58.487564,428.066288,183240.74724,181827.506225,real,symmetric,'power network problem'
13251,13251,1903,5196,0.000278,3.677987,2.790482,7.78679,723828990.997192,real,general,'eigenvalue/model reduction problem'
4182,4182,1,94,0.000587,2.453611,0.546892,0.299091,66.778124,real,general,'eigenvalue/model reduction problem'
24010,24010,1,282,0.000161,3.866222,0.341154,0.116386,66.778124,pattern,symmetric,'2D/3D problem'
8114,8114,5491,385,0.000395,3.20594,4.783529,22.882149,4.53606,pattern,general,'directed graph'
2851,2851,1,1,0.003714,10.587864,2.709097,7.339207,12.870321,pattern,symmetric,'undirected graph'
662,662,1,1,0.005645,3.73716,1.485312,2.206151,6016.216349,real,symmetric,'power network problem'
1074,1074,1074,1074,0.000931,1,0,0,2888122.05724,real,symmetric,'structural problem'
144,144,1,1,0.0625,9,3.010471,9.062937,10.88494,pattern,symmetric,'structural problem'
346,346,4,4,0.026947,9.323699,4.1702,17.390567,13.207388,pattern,symmetric,'structural problem'
1080,1080,211,211,0.019799,21.383333,12.450581,155.01696,270702563.207566,real,general,'computational fluid dynamics problem'
199,199,1,10,0.017702,3.522613,0.875157,0.7659,3.572553,pattern,general,'structural problem'
1141,1141,1,1,0.005734,6.542507,0.845623,0.715078,7.814747,pattern,symmetric,'2D/3D problem'
765,765,5,5,0.041663,31.871895,16.922345,286.365767,1.3289795643931008E17,real,general,'2D/3D problem'
1473,1473,9,9,0.015781,23.245757,6.738367,45.405595,1201243529.381782,real,symmetric,'structural problem'
961,961,1,1,0.005069,4.870968,0.347611,0.120833,0,real,general,'subsequent computational fluid dynamics problem'
2597,2597,242,242,0.011307,29.363881,14.974672,224.240806,26.026818,real,general,'subsequent computational fluid dynamics problem'
2163,2163,2,2,0.015916,34.42626,17.686929,312.827469,51.845999,real,general,'computational fluid dynamics problem'
2000,2000,1,1,0.009995,19.99,4.544912,20.656228,21.076079,pattern,symmetric,'undirected random graph'
800,800,1,1,0.059925,47.94,6.652008,44.249212,48.868246,pattern,symmetric,'undirected random graph'
17758,17758,23,23,0.000314,5.58323,13.012369,169.32176,1.494846,real,general,'circuit simulation problem'
20614,20614,2754,2774,0.000263,5.428495,6.29628,39.643143,256,real,general,'economic problem'
13935,13935,1,2226,0.000326,4.543021,3.779766,14.286634,0,real,general,'chemical process simulation problem'
968,968,1,1,0.006011,5.818182,0.406768,0.16546,36.805107,real,general,'computational fluid dynamics problem'
9506,9506,1,1,0.009056,86.082685,7.544342,56.917097,1.712159,real,symmetric,'subsequent theoretical/quantum chemistry problem'
16146,16146,1,1,0.003894,62.873529,12.409778,154.002586,1219418392115.65056,real,symmetric,'structural problem'
48,48,1,1,0.132813,6.375,1.044234,1.090426,49.571439,real,symmetric,'structural problem'
1813,1813,7,473,0.003417,6.195256,30.785978,947.776423,2.758579,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.180683,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.872038,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291122,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
51537,51537,307,307,0.000381,19.612647,5.32319,28.336353,6.733888,real,symmetric,'structural problem'
